source,source_listing_id,url,parsed_at,link_collected_at,price_rub,price_m2_rub,lat,lon,region,okrug,settlement,street,address,rooms,is_studio,total_area_m2,kitchen_area_m2,living_area_m2,kitchen_area_share,living_area_share,floor,floors_total,floor_ratio,floor_group,is_first_floor,is_last_floor,house_year,house_age,is_new_building_year,ceiling_height_m,house_type,property_format,housing_market,housing_class,housing_class_rank,heating_type,overlap_type,gas_supply_type,redevelopment_status,ownership_share_fraction,is_share_sale,repair_type,finish_type,finish_rank,sale_type,bathroom_type,bathroom_combined_count,bathroom_separate_count,bathroom_total_count,passenger_elevator_count,freight_elevator_count,elevator_total_count,has_elevator,metro_min_listed,metro_count_listed,mkad_distance_km,balcony_count,loggia_count,balcony_loggia_type,is_apartment_format,is_penthouse_format,has_balcony,has_loggia,windows_yard,windows_street,windows_park_or_forest,windows_water,windows_sunny,windows_panoramic,windows_two_sides,windows_quiet,windows_view_count,parking_underground,parking_surface,parking_multilevel,parking_yard,parking_open_yard,parking_barrier,parking_guest,yard_closed,yard_playground,yard_sportground,yard_no_cars,yard_barrier,has_furniture,has_kitchen_furniture,has_wardrobe_storage,has_sleeping_places,furniture_set,has_fridge,has_washer,has_dishwasher,has_ac,has_water_heater,has_oven,has_cooktop,has_hood,has_appliances,appliances_set,mortgage_possible,one_owner,no_encumbrance,quick_deal,has_warm_floor,is_emergency_house,has_ramp,has_minor_owners,maternity_capital_used,has_garbage_chute,has_concierge,entrance_clean,entrance_needs_repair,has_security,has_storage_room,has_mall_nearby_text,has_park_nearby_text,has_school_nearby_text,has_kindergarten_nearby_text,description_len_chars,description_len_words,repair_source,finish_source,house_type_source,ceiling_height_source,osm_metro_count_1000m,osm_metro_nearest_1000m,has_metro_1000m,osm_park_count_1000m,osm_park_nearest_1000m,has_park_1000m,osm_school_count_1000m,osm_school_nearest_1000m,has_school_1000m,osm_kindergarten_count_1000m,osm_kindergarten_nearest_1000m,has_kindergarten_1000m,osm_hospital_clinic_count_1000m,osm_hospital_clinic_nearest_1000m,has_hospital_clinic_1000m,osm_pharmacy_count_1000m,osm_pharmacy_nearest_1000m,has_pharmacy_1000m,osm_supermarket_count_1000m,osm_supermarket_nearest_1000m,has_supermarket_1000m,osm_public_transport_stop_count_1000m,osm_public_transport_stop_nearest_1000m,has_public_transport_stop_1000m,osm_cafe_restaurant_count_1000m,osm_cafe_restaurant_nearest_1000m,has_cafe_restaurant_1000m,osm_fitness_sport_count_1000m,osm_fitness_sport_nearest_1000m,has_fitness_sport_1000m,osm_total_poi_count_1000m,infrastructure_score_1000m,log1p_osm_metro_count_1000m,log1p_osm_park_count_1000m,log1p_osm_school_count_1000m,log1p_osm_kindergarten_count_1000m,log1p_osm_hospital_clinic_count_1000m,log1p_osm_pharmacy_count_1000m,log1p_osm_supermarket_count_1000m,log1p_osm_public_transport_stop_count_1000m,log1p_osm_cafe_restaurant_count_1000m,log1p_osm_fitness_sport_count_1000m,log1p_osm_total_poi_count_1000m,osm_features_available,osm_radius_m,address_exact,address_zone,residential_complex,building_key,metro_primary,geo_cell_2000m,geo_cell_1000m,geo_cell_500m,geo_cell_200m,listing_density_250m,listing_density_500m,listing_density_1000m,listing_density_2000m,listing_density_5000m,listing_density_10000m,nearest_listing_distance_m,ext_cafe_restaurant_count_250m,ext_cafe_restaurant_count_500m,ext_cafe_restaurant_count_750m,ext_fitness_sport_count_250m,ext_fitness_sport_count_500m,ext_fitness_sport_count_750m,ext_hospital_clinic_count_250m,ext_hospital_clinic_count_500m,ext_hospital_clinic_count_750m,ext_kindergarten_count_250m,ext_kindergarten_count_500m,ext_kindergarten_count_750m,ext_metro_count_250m,ext_metro_count_500m,ext_metro_count_750m,ext_park_count_250m,ext_park_count_500m,ext_park_count_750m,ext_pharmacy_count_250m,ext_pharmacy_count_500m,ext_pharmacy_count_750m,ext_public_transport_stop_count_250m,ext_public_transport_stop_count_500m,ext_public_transport_stop_count_750m,ext_school_count_250m,ext_school_count_500m,ext_school_count_750m,ext_supermarket_count_250m,ext_supermarket_count_500m,ext_supermarket_count_750m,ext_total_poi_count_250m,ext_total_poi_count_500m,ext_total_poi_count_750m,distance_to_moscow_center_km,approx_mkad_distance_km,inside_approx_mkad,center_bearing_sin,center_bearing_cos
avito,8191590465,https://www.avito.ru/kolomna/kvartiry/2-k._kvartira_411_m_35_et._8191590465?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:05:14,2026-06-06 11:48:59,4400000.0,107056.0,55.111521,38.743269,,,,,"Московская обл., Коломна, Заставная ул., 2",2.0,0,41.1,5.7,,0.1386861313868613,,3.0,5.0,0.6,middle,0,0,1969.0,57.0,0,2.5,panel,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,954,128,existing,missing,existing,existing,0.0,,0.0,21.0,237.4,1.0,0.0,,0.0,1.0,202.2,1.0,0.0,,0.0,0.0,,0.0,7.0,227.4,1.0,14.0,339.1,1.0,2.0,433.9,1.0,2.0,119.6,1.0,47.0,64.0,0.0,3.091042453358316,0.0,0.6931471805599453,0.0,0.0,2.079441541679836,2.70805020110221,1.0986122886681098,1.0986122886681098,3.871201010907891,1,1000.0,"московская обл., коломна, заставная ул., 2","московская обл., коломна, заставная ул.",unknown,unknown,unknown,2755_1937,5511_3874,11022_7748,27555_19371,0.0,0.0,0.0,2.0,15.0,24.0,1722.7507043455435,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,2.0,5.0,7.0,5.0,20.0,29.0,100.47879026092721,83.27879026092721,0.0,0.7119923228802789,-0.7021872486449356
avito,8089555763,https://www.avito.ru/zaprudnya/kvartiry/2-k._kvartira_442_m_15_et._8089555763?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:05:30,2026-06-06 11:48:59,3700000.0,83710.0,56.56494146355799,37.42377519749468,,,,,"Московская обл., Талдомский г.о., пгт. Запрудня, ул. Карла Маркса, 10к1",2.0,0,44.2,5.7,28.8,0.1289592760180995,0.6515837104072398,1.0,5.0,0.2,first,1,0,1973.0,53.0,0,2.1,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,no_repair,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,sleeping,0,0,0,0,0,0,0,0,0,none,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,416,57,existing,missing,existing,existing,0.0,,0.0,6.0,586.4,1.0,3.0,221.7,1.0,3.0,221.2,1.0,2.0,220.3,1.0,6.0,39.2,1.0,5.0,59.3,1.0,5.0,515.2,1.0,3.0,504.5,1.0,1.0,763.2,1.0,34.0,33.0,0.0,1.9459101490553128,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.9459101490553128,1.791759469228055,1.791759469228055,1.3862943611198906,0.6931471805599453,3.555348061489413,1,1000.0,"московская обл., талдомский г.о., пгт. запрудня, ул. карла маркса, 10к1","московская обл., талдомский г.о., пгт. запрудня",unknown,unknown,unknown,2828_1871,5656_3742,11312_7484,28282_18711,1.0,1.0,1.0,1.0,1.0,1.0,124.53697799403834,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,6.0,0.0,0.0,4.0,1.0,3.0,3.0,1.0,2.0,5.0,5.0,12.0,28.0,91.27827547067382,74.07827547067382,0.0,-0.13065497433633436,0.9914278983774725
avito,7985539098,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/2-k._kvartira_405_m_1725_et._7985539098?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:05:50,2026-06-06 11:48:59,9090000.0,224444.0,55.869566,37.392185,,,,,"Московская обл., г.о. Красногорск, пгт. Путилково, Просторная ул., 15",2.0,0,40.5,4.1,27.2,0.1012345679012345,0.671604938271605,17.0,25.0,0.68,high,0,0,2025.0,1.0,0,2.7,monolith,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,1,1,2,1,31.0,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,78,existing,missing,existing,existing,0.0,,0.0,31.0,477.6,1.0,4.0,285.8,1.0,11.0,156.1,1.0,8.0,355.1,1.0,13.0,112.9,1.0,33.0,141.4,1.0,14.0,360.2,1.0,26.0,125.1,1.0,2.0,365.8,1.0,142.0,138.5,0.0,3.4657359027997265,1.6094379124341005,2.4849066497880004,2.19722457733622,2.6390573296152584,3.5263605246161616,2.70805020110221,3.295836866004329,1.0986122886681098,4.962844630259907,1,1000.0,"московская обл., г.о. красногорск, пгт. путилково, просторная ул., 15","московская обл., г.о. красногорск, пгт. путилково",unknown,unknown,пятницкое шоссе (от 31 мин.),2793_1869,5586_3739,11173_7478,27934_18696,7.0,20.0,34.0,54.0,193.0,538.0,0.0,3.0,8.0,18.0,0.0,1.0,1.0,0.0,3.0,7.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,7.0,11.0,0.0,2.0,11.0,0.0,1.0,3.0,2.0,11.0,21.0,10.0,40.0,90.0,19.31153281085277,2.111532810852772,0.0,-0.7308986228230047,0.6824860461250729
avito,7738330796,https://www.avito.ru/balashiha/kvartiry/2-k._kvartira_378_m_12_et._7738330796?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:06:08,2026-06-06 11:48:59,5000000.0,132275.0,55.80726538531916,38.03829940646793,,,,,"Московская обл., Балашиха, Новая ул., 4",2.0,0,37.8,9.0,24.0,0.2380952380952381,0.634920634920635,1.0,2.0,0.5,first,1,0,1965.0,61.0,0,3.0,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,0,0,0,0,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,0,0,1,0,0,0,1,fridge|washer|water_heater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,467,58,existing,missing,existing,existing,0.0,,0.0,5.0,268.8,1.0,0.0,,0.0,2.0,74.3,1.0,0.0,,0.0,0.0,,0.0,2.0,214.2,1.0,6.0,240.0,1.0,1.0,214.4,1.0,0.0,,0.0,16.0,20.0,0.0,1.791759469228055,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,1.9459101490553128,0.6931471805599453,0.0,2.833213344056216,1,1000.0,"московская обл., балашиха, новая ул., 4","московская обл., балашиха, новая ул.",unknown,unknown,unknown,2790_1901,5580_3803,11161_7607,27903_19019,0.0,0.0,2.0,3.0,55.0,443.0,877.701660672314,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,9.0,14.0,26.985377390156227,9.785377390156228,0.0,0.972288293856203,0.2337851013862814
avito,7959094593,https://www.avito.ru/lobnya/kvartiry/2-k._kvartira_512_m_817_et._7959094593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:06:26,2026-06-06 11:48:59,9100000.0,177734.0,56.006245,37.450522,,,,,"Московская обл., Лобня, Физкультурная ул., 6",2.0,0,51.2,9.8,30.3,0.19140625,0.591796875,8.0,17.0,0.4705882352941176,middle,0,0,2011.0,15.0,0,2.8,panel,flat,unknown,comfort,2.0,gas,unknown,unknown,none,,0,cosmetic,unknown,,free_sale,separate,0,1,1,1,1,2,1,25.5,1,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1190,164,existing,missing,existing,existing,0.0,,0.0,9.0,451.4,1.0,4.0,239.7,1.0,5.0,153.9,1.0,8.0,101.7,1.0,5.0,42.9,1.0,16.0,27.7,1.0,20.0,31.5,1.0,10.0,78.3,1.0,5.0,92.3,1.0,82.0,73.5,0.0,2.302585092994046,1.6094379124341005,1.791759469228055,2.19722457733622,1.791759469228055,2.833213344056216,3.044522437723423,2.3978952727983707,1.791759469228055,4.418840607796598,1,1000.0,"московская обл., лобня, физкультурная ул., 6","московская обл., лобня, физкультурная ул.",unknown,unknown,лобня (21–30 мин.),2800_1872,5600_3745,11201_7490,28003_18725,0.0,3.0,6.0,8.0,16.0,230.0,263.10632241263164,2.0,6.0,9.0,3.0,3.0,4.0,3.0,8.0,8.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,4.0,2.0,9.0,14.0,1.0,2.0,3.0,6.0,10.0,15.0,22.0,45.0,68.0,30.227009242310807,13.027009242310807,0.0,-0.3453309858709553,0.9384809588890944
avito,7841393735,https://www.avito.ru/moskovskaya_oblast_voskresenskoe/kvartiry/2-k._kvartira_627_m_2425_et._7841393735?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:06:42,2026-06-06 11:48:59,12395790.0,197700.0,55.52428,37.61537,,,,,"с/п Булатниковское, д. Боброво, мкр. «Боброво», корп. 47",2.0,0,62.7,21.6,22.6,0.3444976076555024,0.3604465709728868,24.0,25.0,0.96,high,0,0,,,0,2.6,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,prefinish,2.0,ddu,combined,1,0,1,1,0,1,1,5.0,0,5.0,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,974,140,missing,existing,existing,existing,0.0,,0.0,7.0,134.4,1.0,0.0,,0.0,2.0,527.1,1.0,0.0,,0.0,2.0,540.1,1.0,8.0,476.3,1.0,8.0,169.1,1.0,1.0,736.1,1.0,0.0,,0.0,28.0,33.0,0.0,2.079441541679836,0.0,1.0986122886681098,0.0,1.0986122886681098,2.19722457733622,2.19722457733622,0.6931471805599453,0.0,3.367295829986474,1,1000.0,"с/п булатниковское, д. боброво, мкр. «боброво», корп. 47","с/п булатниковское, д. боброво, мкр. «боброво»",восточное бутово,корпус 47,unknown,2776_1880,5552_3761,11104_7523,27762_18807,42.0,52.0,57.0,75.0,114.0,416.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,8.0,20.0,25.23797269303415,8.037972693034149,0.0,-0.007614099943260803,-0.9999710123208843
avito,8163440048,https://www.avito.ru/podolsk/kvartiry/2-k._kvartira_47_m_15_et._8163440048?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:06:59,2026-06-06 11:48:59,6200000.0,131915.0,55.47973633,37.56611633,,,,,"Московская обл., Подольск, Почтовая ул., 25",2.0,0,47.0,6.0,34.0,0.1276595744680851,0.723404255319149,1.0,5.0,0.2,first,1,0,1980.0,46.0,0,2.8,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,18.0,2,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,kitchen|sleeping|storage,1,1,0,0,0,0,0,0,1,fridge|washer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,566,75,existing,missing,existing,existing,0.0,,0.0,4.0,480.8,1.0,3.0,640.8,1.0,1.0,686.3,1.0,0.0,,0.0,9.0,412.0,1.0,19.0,68.4,1.0,15.0,75.5,1.0,6.0,238.3,1.0,0.0,,0.0,57.0,50.5,0.0,1.6094379124341005,1.3862943611198906,0.6931471805599453,0.0,2.302585092994046,2.995732273553991,2.772588722239781,1.9459101490553128,0.0,4.060443010546419,1,1000.0,"московская обл., подольск, почтовая ул., 25","московская обл., подольск, почтовая ул.",unknown,unknown,силикатная (16–20 мин.),2773_1878,5547_3756,11095_7513,27739_18783,0.0,0.0,1.0,20.0,110.0,359.0,706.5172648016734,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,2.0,4.0,8.0,0.0,0.0,1.0,1.0,8.0,14.0,4.0,18.0,37.0,30.368433132788653,13.168433132788653,0.0,-0.10853571464617386,-0.9940925503423936
avito,8197669957,https://www.avito.ru/podolsk/kvartiry/2-k._kvartira_446_m_15_et._8197669957?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:07:17,2026-06-06 11:48:59,5600000.0,125561.0,55.416432,37.521884,,,,,"Московская обл., Подольск, Высотная ул., 11",2.0,0,44.6,5.7,30.7,0.1278026905829596,0.6883408071748879,1.0,5.0,0.2,first,1,0,1965.0,61.0,0,2.7,panel,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,no_repair,unknown,,free_sale,combined,1,0,1,0,0,0,0,20.0,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,kitchen|sleeping|storage,0,0,0,0,0,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1068,149,existing,missing,existing,existing,0.0,,0.0,9.0,215.7,1.0,10.0,173.1,1.0,10.0,159.1,1.0,1.0,920.8,1.0,14.0,529.3,1.0,14.0,226.0,1.0,29.0,68.0,1.0,10.0,418.4,1.0,6.0,302.4,1.0,103.0,89.0,0.0,2.302585092994046,2.3978952727983707,2.3978952727983707,0.6931471805599453,2.70805020110221,2.70805020110221,3.4011973816621555,2.3978952727983707,1.9459101490553128,4.6443908991413725,1,1000.0,"московская обл., подольск, высотная ул., 11","московская обл., подольск, высотная ул.",unknown,unknown,unknown,2770_1876,5541_3752,11083_7504,27708_18760,0.0,1.0,7.0,31.0,161.0,222.0,489.51658804284085,0.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,8.0,3.0,5.0,15.0,2.0,5.0,5.0,1.0,3.0,7.0,8.0,24.0,54.0,37.720528674913766,20.520528674913766,0.0,-0.16153274423793637,-0.9868673530616774
avito,7781959349,https://www.avito.ru/klin/kvartiry/2-k._kvartira_45_m_35_et._7781959349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:07:36,2026-06-06 11:48:59,5500000.0,122222.0,56.319225,36.723291,,,,,"Московская обл., Клин, ул. Карла Маркса, 78",2.0,0,45.0,6.0,28.0,0.1333333333333333,0.6222222222222222,3.0,5.0,0.6,middle,0,0,1970.0,56.0,0,2.5,panel,flat,unknown,comfort,2.0,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,2.0,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1308,194,existing,missing,existing,existing,0.0,,0.0,5.0,438.1,1.0,4.0,169.4,1.0,9.0,68.2,1.0,2.0,449.6,1.0,7.0,249.8,1.0,16.0,205.0,1.0,16.0,222.8,1.0,3.0,629.3,1.0,2.0,507.5,1.0,64.0,60.5,0.0,1.791759469228055,1.6094379124341005,2.302585092994046,1.0986122886681098,2.079441541679836,2.833213344056216,2.833213344056216,1.3862943611198906,1.0986122886681098,4.174387269895637,1,1000.0,"московская обл., клин, ул. карла маркса, 78","московская обл., клин, ул. карла маркса",unknown,unknown,unknown,2815_1836,5631_3672,11263_7344,28159_18361,0.0,0.0,6.0,10.0,19.0,21.0,589.0929051351333,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,6.0,1.0,8.0,14.0,1.0,3.0,3.0,1.0,5.0,13.0,5.0,24.0,50.0,84.14733255413095,66.94733255413095,0.0,-0.655962947693685,0.7547930916834175
avito,7653211577,https://www.avito.ru/podolsk/kvartiry/2-k._kvartira_542_m_114_et._7653211577?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:07:53,2026-06-06 11:48:59,9200000.0,169742.0,55.422196,37.503558,,,,,"Московская обл., Подольск, Октябрьский пр-т, 7А",2.0,0,54.2,11.8,28.8,0.2177121771217712,0.5313653136531366,1.0,14.0,0.0714285714285714,first,1,0,2006.0,20.0,0,2.6,panel,flat,unknown,unknown,,electric,unknown,unknown,unknown,,0,euro,unknown,,free_sale,combined,1,0,1,1,0,1,1,5.0,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,kitchen|sleeping,0,0,0,0,0,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2281,325,existing,missing,existing,existing,0.0,,0.0,11.0,371.7,1.0,3.0,163.2,1.0,10.0,127.0,1.0,3.0,291.0,1.0,15.0,352.6,1.0,24.0,267.4,1.0,22.0,236.8,1.0,15.0,321.3,1.0,7.0,332.1,1.0,110.0,91.5,0.0,2.4849066497880004,1.3862943611198906,2.3978952727983707,1.3862943611198906,2.772588722239781,3.218875824868201,3.1354942159291497,2.772588722239781,2.079441541679836,4.709530201312334,1,1000.0,"московская обл., подольск, октябрьский пр-т, 7а","московская обл., подольск, октябрьский пр-т",unknown,unknown,unknown,2771_1875,5542_3750,11084_7500,27711_18751,2.0,6.0,20.0,50.0,148.0,225.0,0.09446597841343203,0.0,6.0,10.0,0.0,2.0,6.0,0.0,1.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,5.0,10.0,1.0,8.0,15.0,1.0,2.0,2.0,0.0,9.0,20.0,3.0,39.0,77.0,37.29370815125251,20.09370815125251,0.0,-0.19436773529651002,-0.9809287351666817
avito,8064915255,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/2-k._kvartira_498_m_44_et._8064915255?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI5WDNTdEhqbE5LeVlOdjQxIjt9Uf-scD8AAAA,2026-06-07 15:08:10,2026-06-06 11:48:59,6770161.0,135947.0,55.97289,37.87044,,,,,"с. Тарасовка, мкр. Пушкарь, корп. 3",2.0,0,49.8,,28.0,,0.5622489959839357,4.0,4.0,1.0,last,0,1,,,0,2.7,brick,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,dkp,combined,1,0,1,1,1,2,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,729,89,missing,existing,existing,existing,0.0,,0.0,7.0,575.3,1.0,0.0,,0.0,0.0,,0.0,1.0,221.3,1.0,1.0,291.8,1.0,1.0,413.3,1.0,5.0,329.1,1.0,1.0,411.2,1.0,0.0,,0.0,16.0,21.5,0.0,2.079441541679836,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.791759469228055,0.6931471805599453,0.0,2.833213344056216,1,1000.0,"с. тарасовка, мкр. пушкарь, корп. 3","с. тарасовка, мкр. пушкарь",жк «пушкарь»,корпус 3,unknown,2798_1893,5597_3787,11194_7574,27986_18935,112.0,113.0,113.0,171.0,461.0,843.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,8.0,29.2357691029098,12.0357691029098,0.0,0.5363725679807949,0.8439813198866949
